query,COG_category,PFAMs
1458300_5563_77,G,MFS_1
1458300_5563_79,P,SBP_bac_6
1458300_5563_80,T,4HB_MCP_1_HAMP_HATPase_c_HisKA_PAS_9
1458300_5563_81,T,HTH_8_Response_reg_Sigma54_activ_2
1458300_5563_82,S,YhhN
1458300_5563_83,C,FeADH
1458300_5563_84,G,CBM_5_12_2_ChiC_Glyco_hydro_18
1458300_5563_85,H,NTP_transferase
1458300_5563_86,T,GGDEF_PAS_9_dCache_1
1458300_5563_87,,SH3_3
1458300_5563_88,,
1458300_5563_89,U,SecDTM1_SecD_SecF_Sec_GG
1458300_5563_90,U,SecD_SecF_Sec_GG
1458300_5563_91,IQ,adh_short_adh_short_C2
1458300_5563_92,I,Thiolase_C_Thiolase_N
1458300_5563_93,S,Phasin_2
1458300_5563_94,I,Abhydrolase_1_PhaC_N
1458300_5563_95,P,ABC_tran_TOBE_2
1458300_5563_96,P,BPD_transp_1
1458300_5563_97,P,SBP_bac_6
1458300_5563_98,G,MFS_1
1458300_5563_99,T,HATPase_c_HisKA_3_MASE1
1458300_5563_100,K,GerE_Response_reg
1458300_5563_101,T,HD
1458300_5563_102,S,DUF2374
1458300_5563_103,C,Cytochrom_NNT
1458300_5563_104,C,NapB
1458300_5563_105,C,Molybdop_Fe4S4_Molybdopterin_Molydop_binding
1458300_5563_106,P,NapD
1458300_5563_107,C,Fer4_Fer4_4_Fer4_7_Fer4_9
1458300_5563_108,T,HAMP_HATPase_c_HisKA_3_PilJ
1458300_5563_109,K,GerE_Response_reg
1458300_5563_110,K,LacI_Peripla_BP_3
1458300_5563_112,S,SnoaL_SnoaL_2
1458300_5563_113,P,MFS_1
1458300_5563_114,E,SSF
1458300_5563_115,E,SDH_alpha_SDH_beta
1458300_5563_116,C,DcuC
1458300_5563_117,NT,HAMP_MCPsignal
1458300_5563_118,S,HAD_2
1458300_5563_119,O,FKBP_C_FKBP_N
1458300_5563_120,M,OmpA
1458300_5563_121,T,MCPsignal_PAS_3
1458300_5563_122,C,DAO_DAO_C
1458300_5563_123,G,PfkB
1458300_5563_124,G,Glyco_hydro_32C_Glyco_hydro_32N
1458300_5563_125,K,LacI_Peripla_BP_3
1458300_5563_126,G,PTS_EIIB_PTS_EIIC
1458300_5563_127,S,DUF3069
1458300_5563_128,S,SNARE_assoc
1458300_5563_129,HJ,ATPgrasp
1458300_5563_130,S,
1458300_5563_131,S,TANGO2
1458300_5563_132,S,YHS
1458300_5563_133,I,Acetyltransf_5_Acyltransferase
1458300_5563_134,S,Glyoxalase
1458300_5563_135,P,Pyr_redox_2_Pyr_redox_dim_Rhodanese
1458300_5563_136,P,DUF2892
1458300_5563_137,K,HTH_20_HTH_5
1458300_5563_138,S,Sulf_transp
1458300_5563_139,S,Sulf_transp
1458300_5563_140,M,HlyD_D23
1458300_5563_141,V,ACR_tran
1458300_5563_142,C,Nitroreductase
1458300_5563_143,S,ABM
1458300_5563_144,K,HTH_1_LysR_substrate
1458300_5563_145,S,Methyltransf_18
1458300_5563_146,S,GlpM
1458300_5563_147,L,NUDIX
1458300_5563_148,S,Acetyltransf_3
1458300_5563_149,C,2Hacid_dh_2Hacid_dh_C
1458300_5563_150,S,AbrB
1458300_5563_151,S,NERD_SECC
1458300_5563_152,J,SpoU_methylase
1458300_5563_153,P,Plug_TonB_dep_Rec
1458300_5563_154,G,Transket_pyr_Transketolase_C_Transketolase_N
1458300_6039_1,C,FAD_binding_6_NAD_binding_1
1458300_6039_2,C,Fer2
1458300_6039_3,H,UbiD
1458300_6039_4,,
1458300_6039_5,K,ATPsynt_ab_Rho_N_Rho_RNA_bind
1458300_6039_6,O,Thioredoxin
1458300_6039_7,JKL,DEAD_Helicase_C
1458300_6039_8,F,PpxGppA
1458300_6039_9,T,HATPase_c_HisKA_PAS_7_Response_reg
1458300_6039_10,EGP,MFS_1_like
1458300_6039_11,T,CBS_DUF294_DUF294_C_cNMP_binding
1458300_6039_12,L,RNase_T
1458300_6039_13,F,ACAS_N_AMPbinding_AMPbinding_C
1458300_6039_14,E,DHquinase_II
1458300_6039_15,I,Biotin_lipoyl
1458300_6039_16,I,Biotin_carb_C_Biotin_carb_N_CPSase_L_D2
1458300_6039_17,J,PrmA
1458300_6039_18,J,Dus
1458300_6039_19,K,HTH_8
1458300_6039_20,K,LacI_Peripla_BP_1_Peripla_BP_3
1458300_6039_21,EG,ILVD_EDD
1458300_6039_22,F,SKI
1458300_6039_23,EG,GntP_permease
1458300_6039_24,G,Aldolase
1458300_6039_25,M,Plug_TonB_dep_Rec
1458300_6039_26,M,Plug_TonB_dep_Rec
1458300_6039_27,S,PepSY_TM_like_2
1458300_6039_28,T,HAMP_MCPsignal_dCache_2_sCache_2
1458300_6039_29,E,OKR_DC_1_OKR_DC_1_C_OKR_DC_1_N
1458300_6039_30,E,AA_permease_2
1458300_6039_31,K,Trans_reg_C
1458300_6039_32,K,MerR_MerRDNAbind_MerR_1
1458300_6039_33,F,AICARFT_IMPCHas_MGS
1458300_6039_34,F,GARS_A_GARS_C_GARS_N
1458300_6039_35,M,DUF1481_LPAM_1
1458300_6039_36,L,Bac_DNA_binding
1458300_6039_37,S,CBS_DUF21
1458300_6039_38,GK,ROK
1458300_6039_39,G,PMI_typeI
1458300_6039_40,S,DUF416
1458300_6039_41,EH,2Hacid_dh_C
1458300_6039_42,L,UDG
1458300_6039_43,M,MS_channel
1458300_6039_44,J,BetaCasp_Lactamase_B_RMMBL
1458300_6039_45,M,Bac_transf
1458300_6039_46,M,Epimerase
1458300_6039_47,GM,CoA_binding_3_Polysacc_synt_2
1458300_6039_48,M,Glyco_transf_4_Glycos_transf_1
1458300_6039_49,H,GNTI_Glycos_transf_2_Hexapep_Methyltransf_21_Methyltransf_25_SAM_MT_V_cholerae_RfbT_rRNA_methylase
1458300_6039_50,L,DDE_Tnp_1_DDE_Tnp_1_assoc
1458300_6039_51,L,DDE_Tnp_1_DDE_Tnp_1_assoc
1458300_6039_52,S,Hexapep
1458300_6039_53,H,LuxC_LuxE
1458300_6039_54,C,FeADH
1458300_6039_55,IQ,AMPbinding_AMPbinding_C
1458300_6039_56,IQ,PPbinding
1458300_6039_57,GM,ABC_tran_Wzt_C
1458300_6039_58,GM,ABC2_membrane
1458300_6039_59,M,Glycos_transf_1
1458300_6039_60,E,DegT_DnrJ_EryC1
1458300_6039_61,M,GDP_Man_Dehyd
1458300_6039_62,G,PGM_PMM_I_PGM_PMM_II_PGM_PMM_III_PGM_PMM_IV
1458300_6039_63,M,MannoseP_isomer_NTP_transferase
1458300_6039_64,GM,Epimerase
1458300_6039_65,GM,GHL13_Glyco_tran_28_C_Glyco_transf_4_Polysacc_deac_1
1458300_6039_66,H,Hexapep
1458300_6039_67,M,Wzy_C
1458300_6039_68,M,Glyco_transf_9
1458300_6039_69,M,Glyco_transf_9
1458300_6039_70,M,Gly_transf_sug
1458300_6039_71,M,Glycos_transf_1_Glycos_transf_N
1458300_6039_72,S,Hydrolase_3
1458300_6039_73,JM,
1458300_6039_74,M,
1458300_6039_75,S,WavE
1458300_6039_76,S,WavE
1458300_6039_77,H,Kdo
1458300_6039_78,M,Glyco_transf_9
1458300_6039_79,M,Glycos_transf_2
1458300_6039_80,M,Glyco_transf_9
1458300_6039_81,H,CTP_transf_like
1458300_6039_82,L,Fapy_DNA_glyco_H2TH_zfFPG_IleRS
1458300_6039_83,,
1458300_6039_84,J,Ribosomal_L33
1458300_6039_85,J,Ribosomal_L28
1458300_6039_86,E,RadC
1458300_6039_87,T,HAMP_MCPsignal_dCache_2_sCache_2
1458300_6039_88,H,DFP_Flavoprotein
1458300_6039_89,D,TetR_N
1458300_6039_90,M,Lip_A_acyltrans
1458300_6039_91,M,Lip_A_acyltrans
1458300_6039_92,F,Pribosyltran
1458300_6039_93,J,RNase_PH_RNase_PH_C
1458300_6039_94,S,DUF1732_YicC_N
1458300_6039_95,S,UPF0114
1458300_6039_96,G,PTS_EIIB_PTS_EIIC
1458300_6039_97,S,SIS_SIS_2
1458300_6039_98,K,HTH_6_SIS
1458300_6039_99,P,FecCD
1458300_6039_100,P,Peripla_BP_2
1458300_6039_101,HP,ABC_tran
1458300_6039_102,P,Plug_TonB_dep_Rec
1458300_6039_103,V,ABC_membrane_ABC_tran
1458300_6039_104,,
1458300_6039_105,S,DUF3630
1458300_6039_106,L,DEAD_HRDC_Helicase_C_RQC_RecQ_Zn_bind
1458300_6039_107,S,EamA
1458300_6039_108,M,G_glu_transpept
1458300_6039_109,K,AraC_binding_HTH_18
1458300_6039_110,E,LysE
1458300_6039_111,L,UvrDhelicase_UvrD_C
1458300_6039_112,E,Peptidase_M3
1458300_6039_113,H,RsmJ
1458300_6039_114,C,Pyr_redox_2_Pyr_redox_dim
1458300_6039_115,L,Phage_integrase
1458300_6039_116,L,Phage_int_SAM_4
1458300_6039_117,L,
1458300_6039_118,,
1458300_6039_119,S,ProkJAB
1458300_6039_120,H,ProkE2_B_ThiF
1458300_6039_121,,
1458300_6039_122,S,Patatin
1458300_6039_123,,
1458300_6039_124,,
1458300_6039_125,K,HTH_19_HTH_3
1458300_6039_127,F,dCMP_cyt_deam_1
1458300_6039_128,,SPOR
1458300_6039_129,P,BPD_transp_1_OppC_N
1458300_6039_130,P,BPD_transp_1
1458300_6039_131,E,SBP_bac_5
1458300_6039_132,P,ABC_tran_oligo_HPY
1458300_6039_133,C,Cytochrome_CBB3
1458300_6039_134,L,UvrDhelicase_UvrD_C
1458300_6039_135,K,TetR_C_10_TetR_N
1458300_6039_136,M,HlyD_D23_OEP
1458300_6039_137,V,ACR_tran
1458300_6039_138,S,BMFP
1458300_6039_139,EH,IlvC_IlvN
1458300_6039_140,K,HTH_1_LysR_substrate
1458300_6196_2,S,DUF547
1458300_6196_3,E,Aconitase_C
1458300_6196_4,H,Aconitase
1458300_6196_5,CE,Iso_dh
1458300_6196_6,E,HMGLlike_LeuA_dimer
1458300_6196_7,K,TetR_C_9_TetR_N
1458300_6196_8,I,PAP2
1458300_6196_9,S,Glyco_trans_1_3
1458300_6196_10,K,HTH_1_LysR_substrate
1458300_6196_11,I,AMPbinding
1458300_6196_12,H,TPP_enzyme_C_TPP_enzyme_M_TPP_enzyme_N
1458300_6196_13,E,ACT_ACT_5_ALS_ss_C
1458300_6196_14,C,2Hacid_dh_2Hacid_dh_C_ACT
1458300_6196_15,G,Rib_5P_isom_A
1458300_6196_16,H,5FTHF_cyclig
1458300_6196_17,D,ZapA
1458300_6196_18,S,UPF0149
1458300_6196_19,CH,FAD_binding_3
1458300_6196_20,CH,FAD_binding_3
1458300_6196_21,S,DUF1107
1458300_6196_22,J,GCV_T_GCV_T_C
1458300_6196_23,S,Sdh5
1458300_6196_24,,
1458300_6196_25,H,FAD_binding_2_Succ_DH_flav_C
1458300_6196_26,K,Sigma70_r2_Sigma70_r4_2
1458300_6196_27,T,RseA_C_RseA_N
1458300_6196_28,T,MucB_RseB_MucB_RseB_C
1458300_6196_29,T,RseC_MucC
1458300_6196_30,M,EFG_C_GTP_EFTU_GTP_EFTU_D2_LepA_C
1458300_6196_31,U,Peptidase_S24_Peptidase_S26
1458300_6196_32,J,Ribonucleas_3_3_dsrm
1458300_6196_33,S,KH_2_MMR_HSR1
1458300_6196_34,L,RecO_C_RecO_N
1458300_6196_35,H,PdxJ
1458300_6196_36,I,ACPS
1458300_6196_37,M,
1458300_6196_38,P,
1458300_6196_39,T,GGDEF
1458300_6196_40,T,DUF2222_HATPase_c_HisKA_Hpt_Response_reg
1458300_6196_41,J,TRAM_tRNA_U5meth_tr
1458300_6196_42,KT,ACT_4_HD_4_RelA_SpoT_TGS
1458300_6196_43,S,MazG
1458300_6196_44,F,CTP_synth_N_GATase
1458300_6196_45,G,Enolase_C_Enolase_N
1458300_6196_46,F,HD_PolyA_pol_PolyA_pol_RNAbd
1458300_6196_47,MU,AAA_22_PG_binding_1_Peptidase_C39_T2SSB
1458300_6196_48,U,T2SSB
1458300_6196_49,T,SH3_3
1458300_6196_50,P,PHO4
1458300_6196_51,P,PhoU_div
1458300_6196_52,S,CHAD_CYTH
1458300_6196_54,NT,MCPsignal
1458300_6196_55,H,GlnD_UR_UTase_GlnE
1458300_6196_56,H,CTP_transf_like_PfkB
1458300_6196_57,MU,OEP
1458300_6196_58,L,NUDIX
1458300_6196_59,S,DUF1249
1458300_6196_60,S,Metallophos
1458300_6196_61,S,UPF0227
1458300_6196_62,L,DNA_gyraseB_DNA_gyraseB_C_HATPase_c_Toprim
1458300_6196_63,L,DNA_gyraseA_C_DNA_topoisoIV
1458300_6196_64,S,YacG
1458300_6196_65,D,ZapD
1458300_6196_66,F,CoaE
1458300_6196_67,NOU,DiS_P_DiS_Peptidase_A24
1458300_6196_68,U,T2SSF
1458300_6196_69,NU,T2SSE_T2SSE_N
1458300_6196_70,NU,N_methyl_Pilin
1458300_6196_71,H,QRPTase_C_QRPTase_N
1458300_6196_72,V,Amidase_2
1458300_6196_73,C,Flavodoxin_1
1458300_6196_74,D,Phage_int_SAM_1_Phage_integrase
1458300_6196_75,O,DsbC_N_Thioredoxin_2
1458300_6196_76,L,DHH_DHHA1
1458300_6196_77,F,5_nucleotid_C_Metallophos
1458300_6196_78,K,FCD_GntR
1458300_6196_79,C,Transketolase_N
1458300_6196_80,C,2oxoacid_dh_Biotin_lipoyl_E3_binding
1458300_6196_81,C,Pyr_redox_2_Pyr_redox_dim
1458300_6196_82,J,Methyltransf_5
1458300_6196_83,D,FtsL
1458300_6196_84,D,PBP_dimer_Transpeptidase
1458300_6196_85,M,Mur_ligase_Mur_ligase_C_Mur_ligase_M
1458300_6196_86,M,Mur_ligase_Mur_ligase_C_Mur_ligase_M
1458300_6196_87,M,Glycos_transf_4_MraY_sig1
1458300_6196_88,M,Mur_ligase_C_Mur_ligase_M
1458300_6196_89,D,FTSW_RODA_SPOVE
1458300_6196_90,M,Glyco_tran_28_C_Glyco_transf_28
1458300_6196_91,M,Mur_ligase_Mur_ligase_C_Mur_ligase_M
1458300_6196_92,D,FtsQ_POTRA_1
1458300_6196_93,D,FtsA_SHS2_FTSA
1458300_6196_94,D,FtsZ_C_Tubulin
1458300_6196_95,M,LpxC
1458300_6196_96,S,DUF721
1458300_6196_97,U,SECC_SecA_DEAD_SecA_PP_bind_SecA_SW
1458300_6196_98,L,NUDIX
1458300_6196_99,E,DapB_C_DapB_N
1458300_6196_100,F,CPSase_sm_chain_GATase
1458300_6196_101,F,CPSase_L_D2_CPSase_L_D3_MGS
1458300_6196_102,,
1458300_6196_104,V,HNH
1458300_6196_105,S,AAA_15_AAA_21
1458300_6196_106,L,RVT_1
1458300_6196_107,S,TauE
1458300_6196_108,K,HTH_1_LysR_substrate
1458300_6196_109,S,UPF0126
1458300_6196_110,P,Peripla_BP_2
1458300_6196_111,H,CobD_Cbib
1458300_6196_112,F,PNP_UDP_1
1458300_6196_113,S,DUF1499
1458300_6196_114,C,Fer4_20_NAD_binding_8_Pyr_redox_2
1458300_6196_115,E,GATase_2_GXGXG_Glu_syn_central_Glu_synthase
1458300_6196_116,C,Fer4_20_Pyr_redox_2
1458300_6196_117,E,GATase_2_GXGXG_Glu_syn_central_Glu_synthase
1458300_6196_118,S,Radical_SAM_Radical_SAM_C
1458300_6196_119,KT,GGDEF_PAS_4_PAS_8_PAS_9
1458300_6196_120,T,HATPase_c_HisKA_Hpt_PAS_PAS_4_Response_reg
1458300_6196_121,K,Response_reg_Trans_reg_C
1458300_6196_122,S,DUF3293
1458300_6196_123,H,RraAlike
1458300_6196_124,,
1458300_6196_125,E,AA_kinase_ACT_ACT_7_Homoserine_dh_NAD_binding_3
1458300_6196_126,F,GHMP_kinases_C_GHMP_kinases_N
1458300_6196_127,E,PALP_Thr_synth_N
1458300_6196_128,S,Gly_radical
1458300_6196_129,L,AP_endonuc_2
1458300_6196_130,L,UDG
1458300_6196_131,S,Hemerythrin
1458300_6196_132,S,DUF3545
1458300_6196_133,U,Na_Ala_symp
1458300_6196_134,S,H2O2_YaaD
1458300_6196_135,S,DUF5363
1458300_6196_136,L,TatD_DNase
1458300_6196_137,U,Gate_Nucleos_tra2_C_Nucleos_tra2_N
1458300_6196_138,F,DeoC
1458300_6196_139,F,Glycos_trans_3N_Glycos_transf_3_PYNP_C
1458300_6196_140,G,Metalloenzyme
1458300_6196_141,F,PNP_UDP_1
1458300_6196_142,S,SMP_2
1458300_6196_143,E,HAD_Hydrolase
1458300_6196_144,S,PilZ
1458300_6196_145,O,AAA_25_ATPase_ChlI
1458300_6196_146,J,EFG_C_EFG_II_EFG_IV_GTP_EFTU_GTP_EFTU_D2
1458300_6196_147,I,AMPbinding
1458300_6196_148,T,GAF_2_HD_HD_5
1458300_6196_149,P,Chromate_transp
1458300_6196_150,G,Bgal_small_N_DUF4981_Glyco_hydro_2_Glyco_hydro_2_C_Glyco_hydro_2_N
1458300_6196_151,K,LacI_Peripla_BP_3
1458300_6196_152,J,tRNA_bind
1458300_6196_153,P,GGACT
1458300_6196_154,P,CorA
1458300_6196_155,HJ,RLAN_RimK
1458300_6196_157,K,Acetyltransf_1_Acetyltransf_10_DUF3335
1458300_6196_158,P,NnrS
1458300_6196_159,H,Hexapep_2_THDPS_M_THDPS_N
1458300_6196_160,S,YebG
1458300_6196_161,K,HTH_1_LysR_substrate
1458300_6196_162,P,SLAC1
1458300_6196_163,L,Exonuc_V_gamma
1458300_6196_164,L,PDDEXK_1_UvrDhelicase_UvrD_C
1458300_6196_165,L,AAA_30_UvrD_C_2
1458300_6196_166,,
1458300_6196_167,E,AA_kinase_Acetyltransf_1
1458300_6196_168,S,DUF2850
1458300_6196_169,M,3D_MltA
1458300_6196_170,H,ThiF
1458300_6196_171,S,SufE
1458300_6196_172,E,Aminotran_5
1458300_6196_173,S,DJ1_PfpI
1458300_6196_174,H,ApbA_ApbA_C
1458300_6196_175,M,Channel_Tsx
1458300_6196_176,S,LON_substr_bdg
1458300_6196_177,K,Sigma70_r2_Sigma70_r4_Sigma70_r4_2
1458300_6196_178,T,Cupin_7_zfHC2
1458300_6196_179,G,Acatn_MFS_1
1458300_6196_180,M,Pro_isomerase
1458300_6196_181,M,Lipoprotein_16
1458300_6196_182,J,MTS_MTS_N
1458300_6196_183,T,BolA
1458300_6196_184,C,NQRA_NQRA_SLBB
1458300_6196_185,C,NQR2_RnfD_RnfE
1458300_6196_186,C,FMN_bind
1458300_6196_187,C,RnfNqr
1458300_6196_188,C,RnfNqr
1458300_6196_189,C,FAD_binding_6_Fer2_NAD_binding_1
1458300_6196_190,H,ApbE
1458300_6196_191,S,NqrM
1458300_6196_192,L,IMS_IMS_C_IMS_HHH
1458300_6196_193,S,DUF2884
1458300_6196_194,T,CHASE4_GGDEF
1458300_6196_195,T,CHASE4_GGDEF
1458300_6533_1,CH,Flavodoxin_5
1458300_6533_2,P,TrkH
1458300_6533_3,S,DUF1949_UPF0029
1458300_6533_4,I,3HCDH_3HCDH_N_ECH_1
1458300_6533_5,I,Thiolase_C_Thiolase_N
1458300_6533_6,K,HTH_1_LysR_substrate
1458300_6533_7,EGP,MFS_1
1458300_6533_8,M,Hexapep_Hexapep_2_NTP_transf_3_NTP_transferase
1458300_6533_9,C,ATPsynt_DE_ATPsynt_DE_N
1458300_6533_10,C,ATPsynt_ab_ATPsynt_ab_N
1458300_6533_11,C,ATPsynt
1458300_6533_12,C,ATPsynt_ab_ATPsynt_ab_C_ATPsynt_ab_N
1458300_6533_13,C,OSCP
1458300_6533_14,C,ATPsynt_B
1458300_6533_15,C,ATPsynt_C
1458300_6533_16,C,ATPsynt_A
1458300_6533_17,C,ATPsynt_I
1458300_6533_18,K,ParBc
1458300_6533_19,D,AAA_31
1458300_6533_20,J,GidB
1458300_6533_21,D,GIDA_GIDA_assoc
1458300_6533_22,P,Flavodoxin_1
1458300_6533_23,J,MMR_HSR1_MnmE_helical_TrmE_N
1458300_6533_24,U,60KD_IMP_YidC_periplas
1458300_6533_25,J,Ribonuclease_P
1458300_6533_26,J,Ribosomal_L34
1458300_6533_27,E,ABC_tran
1458300_6533_28,P,BPD_transp_1
1458300_6533_29,ET,SBP_bac_3
1458300_6533_30,L,Bac_DnaA_Bac_DnaA_C_DnaA_N
1458300_6533_31,L,DNA_pol3_beta_DNA_pol3_beta_2_DNA_pol3_beta_3
1458300_6533_32,L,SMC_N
1458300_6533_33,L,DNA_gyraseB_DNA_gyraseB_C_HATPase_c_Toprim
1458300_6533_34,S,GreA_GreB
1458300_6533_35,,
1458300_6533_36,O,HSP20
1458300_6533_37,E,Aminotran_1_2
1458300_6533_38,J,DALR_1_tRNA_synt_2f
1458300_6533_39,J,tRNAsynt_2e
1458300_6533_40,S,UPF0016
1458300_6533_41,,
1458300_6533_42,O,TusA
1458300_6533_43,,
1458300_6533_44,C,ADH_N_ADH_zinc_N
1458300_6533_45,E,PALP_Thr_dehydrat_C
1458300_6533_46,H,ILVD_EDD
1458300_6533_47,E,Aminotran_4
1458300_6533_48,S,ACT_5
1458300_6533_49,H,TPP_enzyme_C_TPP_enzyme_M_TPP_enzyme_N
1458300_6533_50,O,ChlI_Mg_chelatase_Mg_chelatase_C
1458300_6533_51,I,Acyltransferase
1458300_6533_52,O,DSBA_Thioredoxin
1458300_6533_53,F,APH
1458300_6533_54,C,Fer4_18_Fer4_5_FixG_C
1458300_6533_55,S,DUF1040
1458300_6533_56,S,Spo0M
1458300_6533_57,S,HlyIII
1458300_6533_58,S,DUF3157
1458300_6533_59,P,TrkH
1458300_6533_60,P,TrkA_C_TrkA_N
1458300_6533_61,J,Methyltr_RsmBF_NusB
1458300_6533_62,J,Formyl_trans_C_Formyl_trans_N
1458300_6533_63,J,Pep_deformylase
1458300_6533_64,C,LysM
1458300_6533_65,LU,DNA_processg_A
1458300_6533_66,S,DUF494
1458300_6533_67,L,zfC4_Topoisom
1458300_6533_68,F,ATPgrasp
1458300_6533_69,F,AIRC
1458300_6533_70,J,Sua5_yciO_yrdC
1458300_6533_71,H,Coprogen_oxidas
1458300_6533_72,E,Shikimate_DH_Shikimate_dh_N
1458300_6533_73,S,DUF1488
1458300_6533_74,S,Hexapep
1458300_6533_75,,
1458300_7298_1,,
1458300_7298_2,S,Crr6_DUF4365
1458300_7559_1,E,Peptidase_M32
1458300_7559_2,NT,HAMP_MCPsignal_dCache_1
1458300_7559_3,P,MFS_1_SATase_N
1458300_7559_4,V,Biotin_lipoyl_2_HlyD_HlyD_3_HlyD_D23
1458300_7559_5,MU,OEP
1458300_7559_6,K,TetR_C_7_TetR_N
1458300_7559_7,JKL,DEAD_Helicase_C
1458300_7559_8,NT,MCPsignal_PAS_3_PAS_4_PAS_9
1458300_7559_9,T,HAMP_MCPsignal
1458300_7559_10,NT,MCPsignal
1458300_7559_11,NT,CheW
1458300_7559_12,NT,CheB_methylest_Response_reg
1458300_7559_13,C,HEAT_2
1458300_7559_14,H,CheR_CheR_N
1458300_7559_15,KT,Response_reg
1458300_7559_16,NT,CheW_Hkinase_dim_HATPase_c_Hpt
1458300_7559_17,,
1458300_7559_18,T,Response_reg
1458300_7559_19,NT,MCPsignal
1458300_7559_20,P,Multi_Drug_Res
1458300_7559_21,L,DNA_photolyase_FAD_binding_7
1458300_7559_22,EGP,MFS_1_Sugar_tr
1458300_7559_23,K,HTH_1_LysR_substrate
1458300_7559_24,H,BPL_LplA_LipB_Lip_prot_lig_C
1458300_7559_25,O,HSP70
1458300_7559_26,M,OMP_bbrl
1458300_7559_27,L,DEAD_DUF2075_DUF3418_HA2_Helicase_C_OB_NTP_bind
1458300_7559_28,,
1458300_7559_29,S,TerB
1458300_7559_30,,
1458300_7559_31,L,RNase_T
1458300_7559_32,T,CHASE_GGDEF
1458300_7559_33,S,DUF2760
1458300_7559_34,O,HSP70
1458300_7559_35,O,DUF3731_HSP70
1458300_7559_36,T,GGDEF
1458300_7559_37,,
1458300_7559_38,T,GGDEF
1458300_7559_39,P,NMT1
1458300_7559_40,,
1458300_7559_41,T,GGDEF_TPR_12_TPR_7_TPR_8
1458300_7559_42,F,QueC
1458300_7559_43,H,Fer4_14_Radical_SAM
1458300_7559_45,S,Hydrolase_3
1458300_7559_46,H,CysG_dimeriser_NAD_binding_7_Sirohm_synth_M
1458300_7559_47,ET,SBP_bac_3
1458300_7559_48,P,BPD_transp_1
1458300_7559_49,P,BPD_transp_1
1458300_7559_50,E,ABC_tran
1458300_7559_51,S,Bax1I
1458300_7559_52,P,DsrC
1458300_7559_53,C,Acylphosphatase
1458300_7559_54,J,Methyltrans_SAM
1458300_7559_55,T,GGDEF_Reg_prop_Y_Y_Y
1458300_7559_56,O,Redoxin
1458300_7559_57,T,HATPase_c_HisKA_Hpt_PAS_PAS_4_Response_reg
1458300_7559_58,T,HD_5_Response_reg
1458300_7559_59,O,GST_C_GST_C_2_GST_C_3_GST_N_GST_N_3
1458300_7559_60,Q,FAA_hydrolase
1458300_7559_61,Q,HgmA
1458300_7559_62,C,Glyoxalase_Glyoxalase_5
1458300_7559_63,E,M20_dimer_Peptidase_M20_Peptidase_M28
1458300_7559_64,IL,NUDIX_PAP2
1458300_7559_65,K,Acetyltransf_1
1458300_7559_66,I,ACAS_N_AMPbinding_AMPbinding_C
1458300_7559_67,S,PrpF
1458300_7559_68,C,Aconitase_Aconitase_C
1458300_7559_69,C,Citrate_synt
1458300_7559_70,H,PEP_mutase
1458300_7559_71,K,FCD_GntR
1458300_7559_72,S,TctC
1458300_7559_73,S,TctB
1458300_7559_74,S,TctA
1458300_7559_75,M,DUF1460
1458300_7559_76,S,OMP_bbrl
1458300_7559_77,G,BPD_transp_2
1458300_7559_78,P,ABC_tran
1458300_7559_79,G,Peripla_BP_4
1458300_7559_80,S,Nitro_FeMoCo
1458300_7559_81,S,NqrM
1458300_7559_82,M,Transgly
1458300_7559_83,K,Response_reg_Trans_reg_C
1458300_7559_84,T,HAMP_HATPase_c_HisKA
1458300_7559_85,M,MipA
1458300_7559_86,S,DUF535
1458300_7559_87,T,Response_reg
1458300_7559_88,T,HATPase_c_cNMP_binding
1458300_7559_89,P,Na_sulph_symp
1458300_7559_90,NT,4HB_MCP_1_HAMP_MCPsignal
1458300_7559_91,M,Ala_racemase_C_Ala_racemase_N
1458300_7559_92,S,EamA
1458300_7559_93,S,DUF2947
1458300_7559_94,J,Acetyltransf_3
1458300_7559_95,K,PAS_PAS_8_Sigma54_activat
1458300_7559_96,S,DUF697
1458300_7559_97,S,DUF463
1458300_7559_98,,
1458300_7559_99,C,Fumerase_Fumerase_C
1458300_7559_100,EH,Anth_synt_I_N_Chorismate_bind
1458300_7559_101,L,NUDIX
1458300_7559_102,E,Aa_trans_Trp_Tyr_perm
1458300_7559_103,E,SDH_alpha_SDH_beta
1458300_7559_104,H,PTPS
1458300_7559_105,NT,HAMP_MCPsignal
1458300_7559_106,J,tRNAsynt_2_tRNA_anticodon
1458300_7559_107,H,Phos_pyr_kin
1458300_7559_108,T,HD_HD_5_Response_reg
1458300_7559_109,E,Aminotran_1_2
1458300_7559_110,T,CBS_DUF294_DUF294_C_cNMP_binding
1458300_7559_111,L,RNase_T
1458300_7559_113,NT,HAMP_MCPsignal_dCache_1
1458300_7559_114,P,MdoG
1458300_7559_115,M,Glyco_trans_2_3_Glyco_transf_21
1458300_7559_116,K,LacI_Peripla_BP_1_Peripla_BP_3
1458300_7559_117,G,YdjC
1458300_7559_118,G,Glyco_hydro_4_Glyco_hydro_4C
1458300_7559_119,G,PTS_IIA
1458300_7559_120,G,PTS_EIIC
1458300_7559_121,G,PTS_IIB
1458300_7559_122,G,Polysacc_deac_1
1458300_7559_123,U,BCCT
1458300_7559_124,K,MarR
1458300_7559_125,K,GerE_Response_reg
1458300_7559_126,T,HATPase_c_HisKA_3_sCache_2
1458300_7559_127,Q,DctM
